Name,Id,Docs,Size
M   Fagelson,1369,"[18056879, 26950001, 21993049, 32105512]",4
M   Fusetti,1376,"[21541237, 23571298]",2
M   Ganança,1378,"[14763236, 21860977]",2
A   Punte,138,"[21756468, 22722146, 23415916, 23418635, 23640086, 24395086]",6
M   Grossi,1386,"[20657537, 22108483]",2
M   Hosoi,1398,"[20657537, 22108483, 24988090]",3
A   Refaie,140,"[15515640, 19210767, 21154366, 21940981, 22633033, 23152235, 24622861, 24829038, 27146036, 30589445, 32266580, 32787604]",12
M   Jastreboff,1408,"[10755812, 21595527, 12503922, 12856300, 15077641, 16514259, 17956808]",7
M   Joore,1411,"[21221004, 21336139, 22633033, 23411656, 24829038, 19210767]",6
M   Kim,1426,"[28224644, 29945669, 32426223, 21331784, 32176148, 24296263, 23448323, 31845226, 17368031, 26700250]",10
M   Koch,1429,"[22053947, 29163242]",2
M   Koller,1430,"[18412944, 20682024, 21493265, 22781703, 22789414, 23049821, 23078754, 24422941, 24498000, 28807845]",10
M   Landgrebe,1439,"[17956774, 17956801, 17956816, 20158510, 20230935, 22909265, 16845596, 17984924, 18066684, 18359361, 18412944, 19205161, 20633385, 19130969, 19325894, 19413945, 20682024, 21224265, 21493265, 21511205, 21568629, 21808984, 22021023, 22032737, 22069382, 22302057, 22383902, 22509155, 22529949, 22613349, 22688213, 22723902, 22781703, 22789414, 23049821, 23078754, 23186556, 23229756, 23435735, 23982788, 24409317, 24422941, 24498000, 24898574, 24991438, 24996510, 26557654, 26583098, 26583109, 26583133, 26667790, 28265258, 28807845, 28894434, 31749641]",55
M   López-González,1455,"[15732513, 22152652]",2
A   Saldanha,146,"[22035253, 22916668]",2
M   Meikle,1463,"[10755810, 17114146, 17956815, 17956816, 11981384, 12856298, 12856299, 16640064, 18599500, 22156949]",10
M   Mennemeier,1465,"[22486989, 28629874, 17016213, 17147035, 17334317, 18475211, 21287564, 22789414]",8
M   Nowotny,1480,"[26365609, 22087911]",2
M   Orlando,1487,"[21796866, 27460721, 25725038, 28099967]",4
M   Parazzini,1491,"[21729434, 21595527, 22298345]",3
M   Plazier,1497,"[20374277, 21563554, 19816597, 19911891, 20186404, 20305490, 20417285, 20505927, 21048975, 21429905, 22120273, 22782482]",12
M   Rates,1502,"[21493265, 24422941, 20835541, 25303817, 29339026, 23049821, 24498000]",7
M   Rovers,1514,"[20647116, 21735419]",2
M   Röösli,1516,"[21982030, 31302690]",2
M   Schecklmann,1525,"[22909265, 24477090, 21808984, 22021023, 22069382, 22302057, 22383902, 22509155, 22529949, 22613349, 22723902, 22781703, 23049821, 23078754, 23186556, 23229756, 23435735, 23968498, 24409317, 24422941, 24498000, 24898574, 24967106, 24991438, 24996510, 25478237, 26557055, 26557654, 26583098, 26583109, 26583133, 26583152, 26667790, 26890094, 26927363, 27020079, 27315823, 27671157, 28134346, 28265258, 28428769, 28807845, 28894434, 29375369, 29515350, 30871419, 30871820, 31434985, 31439873, 31796761, 31805822, 31905364, 32858835]",53
M   Sereda,1527,"[19364527, 21388238, 22791191, 23571301, 23639335, 24482186, 25215617, 25470623, 25587668, 25799178, 26557658, 27009548, 27146036, 27403346, 27885869, 29189522, 30589445, 30672739, 30871820, 31361173, 32231789]",21
M   Suckfüll,1537,"[17487461, 17529847, 20015810, 21223542, 21751942, 27228021]",6
M   Suh,1538,"[22200123, 23583341, 24917903, 25570560, 25756459, 26154843, 28068305, 28286100, 28471721, 30287741, 31830753, 32944806, 32735626]",13
M   Tsai,1549,"[30105255, 21865723, 25847560]",3
M   Turbin,1551,"[19265252, 21960147]",2
M   Wang,1559,"[25911024, 30608390, 21271589, 21477330, 32317943, 32417745, 32536854, 26248440]",8
M   Wong,1564,"[21507564, 24635935, 24463830]",3
N   Blevins,1579,"[21402614, 21447376, 30667295, 31295200]",4
N   Cherian,1582,"[21536826, 24047942]",2
N   Kim,1601,"[21922976, 20346181]",2
N   Mirza,1608,"[17114137, 21640740, 21179508]",3
N   Muluk,1609,"[21302690, 16076414, 17459276, 18479630, 19442364, 19467720, 22824518]",7
N   Oishi,1613,"[19851065, 20971587, 21495790, 22331257, 24720159, 26181225, 28841656, 28906162, 29210942, 30534194, 30700182, 32128439, 32145748, 32613523]",14
N   Padgham,1615,"[19735344, 21199815]",2
N   Pajor,1616,"[21047501, 22066003]",2
N   Zirke,1637,"[20198360, 22037929, 22430181, 23292277, 21540584, 21898434, 21997855]",7
O   Bernhardt,1640,"[15089935, 21517934]",2
O   Gureje,1644,"[20869560, 21585151]",2
O   Meeus,1653,"[19670596, 18225603, 18228680, 21563554, 19623097, 19937045, 21358561]",7
P   Bavera,1669,"[20657537, 22108483]",2
P   Bonfils,1671,"[15711472, 17046609, 19926416, 26773752, 29287622, 12162101, 16493347, 16969308, 20676372, 21647364]",10
P   Cheong,1679,"[21507564, 24635935]",2
P   Conti,1684,"[22035253, 22916668, 22666832]",3
P   Gander,1696,"[24200464, 21087449, 21707872, 21733188, 25478690, 25913402, 25937134, 27871729, 29664725, 30105356]",10
P   Garin,1697,"[21509429, 23995155, 27594410, 32890358]",4
P   Heyning,1703,"[15503045, 17114151, 19670596, 17691335, 17956816, 18225602, 18225603, 18225607, 18225608, 18225610, 18225613, 18228680, 20374277, 21563554, 21920411, 25654947, 26441318, 27592038, 28286241, 29773153, 31370873, 21889914, 26342399, 18817861, 17952199, 20633385, 19911891, 21235318, 21848924, 22120273, 22392014, 22789414, 24498000, 24603353, 25872149, 29375369, 14744285, 16015156, 16331169, 16514263, 17956771, 18834065, 19005250, 19623097, 19816597, 19937045, 20186404, 20305490, 20417285, 20505927, 21048975, 21358561, 21429905, 21437634, 21756468, 22722146, 22917883, 23133339, 23415838, 23415916, 23418635, 23571303, 23609486, 23640086, 23894638, 24135769, 24395086, 24518401, 24812586, 25056151, 25587455, 25415466, 26045606, 26339968, 26433053, 26554670, 27445661, 27594824, 28572760, 29487513, 29772954, 30019630, 30213235, 30314506, 30626414, 30978269, 31498295, 31498298, 31514042, 31821261, 32150992, 32477049, 33013517, 17114143, 23314693, 25781934, 23049821]",97
P   Hilgenberg,1704,"[22035253, 22666832, 22916668]",3
P   Jastreboff,1708,"[10755812, 17114146, 17956806, 25862626, 12503922, 12856300, 15077641, 16514259, 16640064, 21223542, 21751942]",11
P   Kreuzer,1712,"[21808984, 22021023, 22032737, 24422941, 24498000, 28807845, 22383902, 22613349, 23049821, 23186556, 23229756, 23435735, 23671468, 23948178, 23968498, 23982788, 24967106, 24996510, 26583098, 26583109, 26583152, 26667790, 27020079, 27315823, 28072813, 28428769, 29515350, 31439873, 21705788, 22069382, 22688213, 22723902, 22509155]",33
P   Lalaki,1713,"[11318462, 21709642]",2
A   Szczepek,173,"[19795102, 20811868, 22430181, 23292277, 25862619, 29350237, 29426995, 29484461, 30796499, 30806717, 30927014, 30927015, 17943261, 19173149, 22037929, 19222841, 19657182, 20948948, 21540584, 21898434, 22701404, 23439056, 25413891, 25445818, 25910505, 26560061, 26918795, 27250987, 27445776, 27594824, 28192822, 28333916, 28487670, 28499301, 28529479, 29889665, 32774565]",37
P   Myers,1733,"[18628281, 18664499, 19265252, 22156949, 23341277, 25144174, 29847413, 28418492]",8
P   Oliveira,1738,"[19488564, 18359360, 19574947, 17684665, 20835541, 21739001]",6
P   Philippot,1742,"[21567655, 24793493, 25420904]",3
P   Ramos,1747,"[21451428, 31022364]",2
P   Ravazzani,1748,"[21729434, 19879078, 20558020, 21595527, 22298345]",5
P   Sand,1750,"[17956780, 17956786, 17956816, 22654739, 22909265, 17605764, 21899751, 24710009, 23602606, 24409317, 24898574, 15570501, 15862911, 16845596, 17114149, 17114153, 17903575, 18066684, 18359361, 20633385]",20
P   Smith,1753,"[21352899, 21549180, 21782007, 24291770, 15998570, 16044667, 17056016, 17376618, 17851905, 17956789, 20138209, 20630477, 22005094, 22960359, 23015804, 25162023, 25478959, 25852639, 25977231, 26433054, 30507635, 30609202, 32362850, 22829836]",24
A   Thompson,176,"[21192277, 21225801]",2
Q   Tang,1772,"[21447376, 22526737]",2
Q   Yang,1774,"[19926416, 28723603, 26248442, 31920484, 20676372, 21647364, 23550269, 28698087]",8
R   Cima,1793,"[29713758, 19210767, 31912887, 21221004, 21336139, 21399500, 22633033, 23411656, 23777191, 24622860, 24829038, 27250987, 27594824, 29133012, 29375369, 30998546, 31969359]",17
R   Eikelboom,1799,"[22249869, 21936710, 27240696, 32823204]",4
R   Figueiredo,1801,"[17956816, 21493265, 22302057, 22541838, 22789414, 23049821, 24422941, 24498000, 16612523, 17684665, 17956791, 18359360, 19488564, 19574947, 20835541, 21739001, 25190255, 25303817, 27761128, 28983279, 29339026, 31753780]",22
R   Folmer,1803,"[11032291, 11283496, 12234379, 12792317, 15008444, 15379348, 16399193, 17114152, 19205163, 20633385, 21674401, 22937406, 22156949, 23444467, 24622863, 25600417, 26181507, 28183355, 29464519]",19
R   Görtelmeyer,1811,"[21223542, 21751942, 22339398, 23714398]",4
R   Humphriss,1818,"[11144832, 21940981, 26804253, 16151359, 16436993, 17077869]",6
R   Klein,1823,"[20560859, 21309642, 12141389, 17479618, 22588269]",5
R   Lee,1826,"[15533150, 22109762]",2
R   Levine,1827,"[10669517, 14600798, 17956783, 19785926, 15293775, 19699287, 20360168, 20881196, 21970850, 22504034, 22869301, 23906831, 25726282, 16514262, 18632767, 22626945, 24057829]",17
R   Longenecker,1832,"[22513102, 27832500, 30822633, 21667173, 25279331, 27826232]",6
R   López-Fernández,1833,"[15732513, 22152652]",2
R   McArdle,1838,"[17956815, 22156949]",2
R   Meganck,1841,"[21493268, 22193871, 22576249]",3
A   Vlassenko,185,"[21422304, 23599075]",2
R   Reiter,1863,"[21673362, 30892162]",2
R   Salvi,1867,"[11222790, 21821100, 11568674, 17114137, 18948211, 21765586, 24843217, 24882929, 12204348, 22513100, 22557950, 23071681, 23933328, 24622858, 25278931, 25386157, 25904892, 29161302, 15051133, 16904853, 19122834, 19183705, 19712015, 20502380, 21640740, 23201030, 24231418, 25379434, 25734018, 25789314, 25935516, 25962854, 26578894, 28112466, 28286099, 30403955, 30625004, 30941010, 32653998]",39
R   Schaette,1870,"[22979832, 16820003, 16962270, 19357344, 20619332, 21940438, 22586377, 24012951, 24374091, 26139435, 29131084, 30890481]",12
R   Sweetow,1878,"[22156949, 20807482, 22447577, 23571299]",4
R   Turchetta,1882,"[16532796, 21796866, 27460721, 32767320, 25725038, 28099967, 28553764, 28885581, 29161302, 29336129]",10
S   Abolbashari,1893,"[21500166, 25606834, 26568941]",3
S   Aksoy,1896,"[17126917, 18229787, 21595618]",3
S   Allen,1898,"[22486989, 21287564]",2
S   Bao,1907,"[21896771, 23435453, 31211773, 32686710]",4
S   Chandrasekhar,1921,"[21225806, 25273878, 25274374]",3
S   Dogan,1934,"[21595618, 26899282, 31214827]",3
S   Fiocchi,1942,"[21729434, 20558020, 22298345]",3
S   Forti,1944,"[19372645, 21090162, 18722219, 19248952, 21070123, 21592701, 27372169]",7
S   Fukuda,1946,"[21601395, 30924776]",2
S   Graebel,1953,"[21540584, 32068692]",2
S   Griest,1954,"[11032291, 11283496, 17956815, 17114146, 12792317, 18599500, 19205163, 22156949, 23373742, 28183355, 28215378, 30901434, 32362561, 16640064, 23341277, 24603542, 25144174, 25365366, 25211767, 25551458, 26074306, 26181507, 27315442, 27438870, 28418492, 28590898]",26
S   Gräbel,1955,"[31384969, 31478063, 21898434, 21997855, 22892805, 28487670, 28529479, 30229458]",8
S   Hatzopoulos,1963,"[21709642, 23197241]",2
S   Henin,1966,"[21376109, 27832140]",2
S   Kang,1985,"[25476777, 22886845, 21671234, 21707872, 28262542]",5
S   Kanzaki,1986,"[19851065, 20971587, 21495790, 22281446, 22331257, 23320814, 24720159, 28841656, 31606294, 32747715]",10
S   Kovacs,1996,"[17691335, 17956802, 16514263, 17114143, 17404721, 21235318, 22120273]",7
B   Allman,200,"[21640740, 22557950, 22728305, 23933328, 32783988]",5
S   Lee,2001,"[27930870, 29314140, 17368031, 26197352, 27381994, 28826043, 30624401, 31079444, 31680845, 32955464, 28572760, 29487513, 30287741, 24983712, 22283490, 18312892, 20633385, 21331784, 23881235, 28698314, 23580003, 24953134, 29324903, 25319676, 15608399, 17945678, 24215217, 20072690, 31905965, 24653921, 23154938, 23516401, 25871611]",33
S   Liu,2004,"[12563887, 29417173, 28689008, 21975776, 22468196]",5
S   Miller,2016,"[21936710, 22249869]",2
S   Munjal,2022,"[21554838, 24078882, 29336125, 29993222]",4
S   Nagler,2025,"[12503924, 12856293, 22156949]",3
S   Park,2033,"[21054911, 25466808, 27725178, 23448323, 21331784, 21922976, 22977715, 23053375, 23918695, 24162769, 24296263, 24353860, 27161899, 30690946, 25729489, 27132067, 27234666, 27569409, 28224644, 29043888, 29649793, 29879090, 32176148, 32269003, 24296263, 24353860, 25729489, 27132067, 29043888, 29649793, 32176148, 32269003, 24339282, 26413577, 26449560, 29422923, 28990828, 30624401]",38
S   Sandridge,2050,"[17956815, 23440516, 26520582, 18277308, 21536826, 22353681, 24622862, 21451428, 22156949]",9
S   Shinden,2058,"[19851065, 20971587, 21495790, 22331257, 23320814, 24720159, 28906162, 32145748, 32613523]",9
S   Shushan,2060,"[21413845, 30541733]",2
S   Smith,2064,"[30261766, 30452754, 21087449, 21707872, 21733188, 22788751, 23082396, 25215617, 25587668, 29642913, 30482102, 30672739, 21993049, 26950001, 30938560]",15
S   Song,2065,"[22109762, 30624401, 31247060]",3
S   Sunaert,2069,"[17691335, 17956802, 15035296, 16015156, 16514263, 17114143, 17404721, 21235318, 22120273]",9
S   Theodoroff,2075,"[23444467, 24603542, 24622858, 24622863, 25365366, 25600417, 26181507, 27315442, 28183355, 29090311, 29464519, 30901434, 31022358, 32334867, 32362561, 22249868, 22937406, 28590898]",18
S   Vagal,2083,"[20138209, 22005094]",2
S   Vanheule,2084,"[21493268, 22193871, 22576249]",3
S   Vanneste,2085,"[20374277, 21208381, 21563554, 21889914, 21920411, 23111293, 24477090, 26342399, 29773153, 31152296, 19816597, 19911891, 20186404, 20305490, 20417285, 20505927, 21048975, 21235318, 21429905, 21437634, 21710223, 21790807, 21848924, 21998628, 22019079, 22032739, 22120273, 22291622, 22348053, 22392014, 22494273, 22509155, 22541838, 22586375, 22658239, 22782482, 22782483, 22789414, 22808188, 22853891, 22917883, 23049821, 23055986, 23104014, 23110786, 23133339, 23314693, 23415838, 23415916, 23533644, 23597755, 23607023, 23609486, 23732881, 24135769, 24255953, 24391599, 24422941, 24498000, 24558383, 24812586, 25097788, 25129400, 25587455, 25611454, 25689839, 25694243, 25703225, 25781934, 25875099, 26106362, 26314996, 26373470, 26467416, 26477359, 26708013, 27381994, 27489534, 27509900, 27761741, 28572760, 28826043, 28931943, 29074518, 29127483, 29230011, 29888315, 29487513, 29844532, 30142355, 30998951, 31573942, 31680845, 32154627, 32457569, 32681139]",96
S   Yang,2100,"[29775031, 21271589, 21477330, 28641038, 23516092, 26081078, 25872506, 31190502, 27509615, 21896771, 23435453, 29283017, 31211773, 32686710, 29283017]",15
S   Yeo,2102,"[21054911, 23918695, 24296263, 24353860, 21331784, 21922976, 23053375, 24162769, 25729489, 27132067, 27234666, 20072690, 23799161, 26317661, 26700250, 27340987, 29360090, 24215217]",18
S   Yoon,2106,"[20072690, 22109762, 22699979, 25080038, 25558405]",5
T   Bartel,2117,"[21287564, 17016213, 17334317, 18475211]",4
T   Brozoski,2118,"[11545150, 11896177, 19699270, 22383901, 28478300, 30342202, 16081010, 16492129, 16652071, 17221143, 17382501, 17393482, 18438941, 20868734, 20890204, 21527325, 22405692, 23418634, 23785405, 24282480, 25217380, 25983218, 26520585, 28894836, 32327193, 21969021, 24583078]",27
T   Cope,2122,"[19205165, 21221046]",2
T   Gabr,2131,"[21371837, 32403111, 27245783]",3
T   Kimbrell,2142,"[17016213, 17334317, 18475211, 21287564]",4
T   Kleinjung,2144,"[16170508, 17956774, 17956780, 17956786, 17956800, 17956801, 17956816, 20158510, 20230935, 22654739, 22909265, 29143096, 14550687, 15570501, 15806046, 15862911, 16594935, 16845596, 17114149, 17114153, 17605764, 17903575, 17984924, 18066684, 18359361, 18412944, 19205161, 20633385, 19130969, 19413945, 19829970, 20420340, 21224265, 21493265, 21511205, 21568629, 21705788, 21808984, 21899751, 22021023, 22032737, 22069382, 22125612, 24710009, 22383902, 22529949, 22723902, 22789414, 23049821, 23245492, 23948178, 23982788, 24286640, 24409317, 24498000, 24898574, 26583098, 26850646, 27001548, 27671157, 28315312, 28476163, 28499301, 28807845, 29163242, 29249959, 29375369, 29770647, 30031353, 30500397, 31049052, 31060475, 32328859, 32381341, 32675432, 32761509]",76
T   Liu,2159,"[21271589, 28723598, 30003226, 23787119]",4
T   Menovsky,2163,"[17956802, 18225613, 23111293, 17952199, 19816597, 19911891, 20305490, 21235318, 22120273, 23607023]",10
T   Miyashita,2166,"[21601395, 30924776]",2
T   Mundt,2168,"[15089935, 21517934]",2
T   Munn,2169,"[22486989, 21287564]",2
T   Poeppl,2181,"[21808984, 22021023, 22069382, 22383902, 22613349, 23229756, 23435735, 23968498, 24498000, 24967106, 24991438, 24996510, 26583109, 26583152, 26667790, 27315823, 28072813, 28428769, 29515350, 31439873, 22509155, 24422941, 23049821]",23
T   Sanchez,2188,"[16930367, 19614962, 17956816, 27594822, 12401968, 14763237, 16446955, 16813029, 16951856, 17305275, 17684658, 17684660, 17956782, 17956784, 18075244, 18164988, 20068290, 20339684, 21103715, 21808880, 22053947, 23306563, 23571302, 25991952, 25885191, 26278558, 26602000, 27265722, 29339026, 30213235, 32863109, 20633385]",32
B   Gaese,219,"[26365609, 22087911]",2
T   Steffens,2192,"[16170508, 17956800, 17903575, 18359361, 20633385, 19130969, 19829970, 21511205, 22529949, 26583098, 28265258]",11
T   Tsutsumi,2201,"[22062400, 22281446]",2
T   Tweed,2203,"[12141389, 17479618, 20560859, 21309642, 22588269]",5
T   Tzounopoulos,2204,"[18978197, 21502491, 22586378, 23716673, 26063916, 26312501, 30825037]",7
T   Yoshida,2214,"[21851581, 22093767, 23385385, 26557331]",4
U   Förster,2221,"[21898434, 21997855, 22892805]",3
U   Rosenhall,2227,"[22122959, 24827149]",2
V   Lin,2239,"[31834209, 21647911]",2
B   Hagerman,225,"[22122959, 24827149]",2
V   Vielsmeier,2253,"[20158510, 22909265, 17984924, 19205161, 19130969, 21511205, 21705788, 22032737, 22069382, 22383902, 22529949, 22723902, 23049821, 23229756, 23671468, 23982788, 24286640, 24498000, 24967106, 26557654, 26583098, 26667790, 28072813, 28265258, 28428769, 29515350, 30213235, 31439873]",28
V   Westin,2256,"[18926522, 19012118, 19012119, 19268281, 19778399, 21237544, 21864830, 22250855, 23627873, 23881309, 27114881]",11
W   Chen,2260,"[31474821, 21903416, 30616085, 31042571]",4
W   Dalby-Brown,2263,"[17114137, 21640740]",2
W   Hiller,2273,"[10888343, 15724525, 15865915, 17178943, 17664870, 22125612, 22789414, 23199238, 24970708, 25120934, 25031187, 25906171, 26168948]",13
W   Luxford,2283,"[21451428, 20420343]",2
W   Martin,2286,"[11283496, 17956815, 20500032, 22156949, 22789414, 17114152, 19205163, 19643267, 23373742, 24622863, 28215378]",11
W   Rief,2292,"[16204446, 18193350, 18600443, 19045972, 19079954, 19623511, 21414459]",7
W   Schlee,2293,"[17079102, 17943012, 17956812, 19005566, 20633385, 19228390, 19429040, 19930625, 20592125, 22125612, 22509155, 23415838, 23609486, 24135769, 24967106, 26557055, 26557654, 26667790, 26853815, 27315823, 27488227, 28018210, 28265258, 28824415, 28983279, 29375369, 29515350, 29628872, 30177869, 30871419, 30871820, 31364603, 31434985, 31796761, 31805822, 31905364, 32204540, 32808939, 32858835, 32938634, 23597755, 27445661]",42
B   Horwitz,230,"[21047501, 22066003]",2
W   Sun,2300,"[17114137, 21765586, 21821100, 15051133, 16904853, 19122834, 23201030, 25904892, 25962854, 31683074, 29063965]",11
W   To,2303,"[21208381, 24558383, 27761741, 30142355, 32681139]",5
W   Triggs,2304,"[17016213, 17334317, 18475211, 21287564]",4
B   Ji,231,"[29429190, 12563887, 22070077, 27192902]",4
X   Xu,2333,"[22192603, 23135026, 30941010, 32682595]",4
X   Zhang,2336,"[29231363, 21057850, 21933015, 22683504, 24938852, 25092609, 27835697, 23951019, 29146645]",9
X   Zhou,2337,"[21376109, 23787119, 25906563]",3
Y   Auramo,2342,"[21851581, 22093767]",2
Y   Chan,2347,"[21507564, 24635935, 24463830, 21271589, 21477330, 23533584, 26277928, 27590453, 27658122, 19833060]",10
Y   Feng,2361,"[30159629, 30742012, 26430749, 19961770, 22070079, 25966560, 25789314, 27458377, 28112466, 30598879, 31866810]",11
Y   Inoue,2368,"[19851065, 20971587, 21495790, 22331257, 23320814]",5
Y   Ito,2369,"[21971082, 24358631]",2
Y   Lin,2382,"[31683074, 19514187, 21865723, 18561342, 22703231]",5
Y   Lo,2384,"[21507564, 24635935]",2
Y   Oron,2389,"[17956783, 21413845, 21970850, 25620408, 25726282, 30213235, 30541733]",7
Y   Park,2391,"[22005703, 21054911, 29314140, 28990828, 24353860, 23583341, 23918695]",7
Y   Roth,2395,"[21413845, 21970850, 25620408]",3
Y   Shen,2400,"[21933015, 17085949]",2
Y   Shi,2401,"[31042571, 15008444, 17114152, 19643267, 22937406, 24622859, 24622863, 26181507, 30670243]",9
Y   Tsou,2410,"[21865723, 29192507]",2
