author,persona0,persona1,persona2,persona3
2042,0.0833333,0.0996928,0.7336405,0.0833333
2111,0.0833334,0.0833333,0.724621,0.1087122
2118,0.0625117,0.0626193,0.8020711,0.072798
2130,0.125,0.1252191,0.6247809,0.125
2154,0.0849351,0.4968685,0.3348384,0.083358
2187,0.125,0.1250052,0.6249948,0.125
2223,0.125,0.1250176,0.6249824,0.125
2267,0.0833333,0.0847198,0.7486135,0.0833333
2281,0.125,0.1250042,0.6249957,0.1250002
2302,0.0319469,0.8439369,0.0928662,0.03125
282,0.0416971,0.0416909,0.8740709,0.0425411
319,0.125,0.1250066,0.6249934,0.125
331,0.125,0.1250013,0.6249987,0.125
336,0.0500183,0.0506664,0.8484412,0.050874
337,0.125,0.125001,0.624999,0.125
42,0.0625635,0.0625568,0.8123189,0.0625608
430,0.0312514,0.0425116,0.8949495,0.0312874
52,0.0902573,0.0835325,0.7428741,0.083336
526,0.0833333,0.7006289,0.1327044,0.0833333
63,0.0852994,0.0909257,0.7404403,0.0833346
692,0.0625107,0.0625467,0.8124183,0.0625242
716,0.0836473,0.0993142,0.7334945,0.0835441
720,0.0833389,0.0833334,0.7499944,0.0833333
745,0.0501388,0.0503062,0.8484682,0.0510867
756,0.1439034,0.0500001,0.755817,0.0502795
839,0.0507085,0.0500151,0.8486759,0.0506005
840,0.125,0.125,0.625,0.125
876,0.125,0.1250913,0.6249087,0.125
887,0.125,0.1250003,0.6249997,0.125
911,0.0847944,0.0833333,0.7484607,0.0834116
92,0.125,0.1502109,0.5997891,0.125
926,0.0833402,0.0833346,0.7499918,0.0833333
993,0.0194845,0.0278269,0.0447215,0.9079672
101,0.0833334,0.0836916,0.0943128,0.7386622
1010,0.0703611,0.0626559,0.8044829,0.0625
1041,0.1250005,0.4202217,0.3297773,0.1250005
1066,0.125,0.6223852,0.1276148,0.125
1067,0.0557648,0.0416676,0.0814168,0.8211508
1068,0.1262454,0.2989425,0.4496496,0.1251625
1108,0.0834599,0.0894286,0.7437781,0.0833333
1128,0.125,0.5765473,0.1734527,0.125
1131,0.083596,0.2033358,0.6051476,0.1079207
1154,0.125,0.622896,0.127104,0.125
1246,0.125,0.1459571,0.6040429,0.125
1295,0.0937294,0.0640203,0.7797496,0.0625007
1392,0.125,0.1250145,0.6249855,0.125
1453,0.125,0.6121143,0.1378857,0.125
15,0.125,0.6154815,0.1345185,0.125
1524,0.0359079,0.0362695,0.8715251,0.0562976
155,0.125,0.6248408,0.1251592,0.125
1575,0.0833369,0.1491779,0.6841519,0.0833333
1611,0.125,0.6146209,0.1353791,0.125
1667,0.1245381,0.0801234,0.1947519,0.6005866
1671,0.125,0.1296753,0.6203246,0.125
1687,0.0422968,0.0467456,0.8692909,0.0416667
1744,0.1298688,0.2611577,0.5232516,0.0857219
1785,0.6681812,0.0833691,0.1651163,0.0833333
1796,0.6954174,0.1221074,0.0991419,0.0833333
1823,0.125,0.1321911,0.6178089,0.125
1849,0.125,0.6226577,0.1273423,0.125
1941,0.0612525,0.146396,0.7423403,0.0500112
1980,0.0625701,0.0626212,0.8123087,0.0625
1997,0.0840743,0.0849648,0.7476268,0.083334
2025,0.0833689,0.0834393,0.7498585,0.0833333
2052,0.125,0.1994359,0.5505641,0.125
2103,0.1418157,0.2680437,0.386342,0.2037986
2113,0.1250068,0.5420354,0.2042344,0.1287234
2162,0.0833333,0.1131644,0.7201686,0.0833336
2171,0.125,0.1255727,0.6244273,0.125
2172,0.1898933,0.2317729,0.2543395,0.3239943
2193,0.0881226,0.0840611,0.7444657,0.0833506
2195,0.125,0.4741184,0.2758816,0.125
2203,0.125,0.1260434,0.6239565,0.125
2264,0.0845853,0.4744251,0.3274043,0.1135854
2299,0.0628362,0.0625409,0.8121227,0.0625002
2309,0.0500225,0.0500087,0.8499688,0.05
236,0.8426976,0.0500003,0.0538118,0.0534904
237,0.125,0.1251683,0.6248317,0.125
2390,0.0833944,0.0835873,0.7496844,0.0833339
266,0.0835009,0.0835055,0.7496386,0.083355
419,0.125,0.1718652,0.5781348,0.125
461,0.0833391,0.0836273,0.7497003,0.0833333
487,0.0833374,0.0836745,0.7496548,0.0833333
490,0.1304034,0.1483728,0.5249032,0.1963206
492,0.125145,0.3290444,0.4207975,0.1250131
511,0.0833333,0.0936191,0.7397142,0.0833333
534,0.0833569,0.0861705,0.7471393,0.0833333
536,0.125,0.1550374,0.5949608,0.1250017
539,0.125,0.4915475,0.2584525,0.125
558,0.125,0.6197368,0.1302632,0.125
575,0.125,0.4461163,0.3038834,0.1250002
616,0.0312712,0.0313139,0.9061022,0.0313128
623,0.0831833,0.7912707,0.0625002,0.0630458
625,0.0833333,0.0835184,0.7498149,0.0833333
706,0.2343774,0.0836476,0.5986181,0.0833569
815,0.0833361,0.0960717,0.1802854,0.6403068
830,0.0884984,0.0833407,0.7448256,0.0833353
880,0.1250015,0.421263,0.3287323,0.1250031
886,0.0419395,0.0416832,0.8747107,0.0416667
938,0.1417789,0.0855251,0.6849012,0.0877948
940,0.0500347,0.0524105,0.8475535,0.0500013
944,0.1250225,0.396212,0.3537474,0.1250181
1037,0.3696035,0.0625047,0.5024443,0.0654475
105,0.1250001,0.125,0.6249999,0.125
106,0.0833535,0.0833333,0.7499798,0.0833333
1077,0.1626766,0.125,0.5873234,0.125
1088,0.125,0.125,0.625,0.125
1110,0.6677195,0.0833333,0.151281,0.0976662
1115,0.1122584,0.0833414,0.7208779,0.0835223
1135,0.0833805,0.0833333,0.7499528,0.0833333
1142,0.8162306,0.05,0.0500201,0.0837493
1179,0.3716475,0.0835075,0.4600598,0.0847852
119,0.0677077,0.0503119,0.5466668,0.3353135
1210,0.0838729,0.0833333,0.7494604,0.0833333
1224,0.0760076,0.0625,0.7989919,0.0625005
124,0.1250081,0.125,0.6249919,0.125
1242,0.1256425,0.125,0.6243575,0.125
1280,0.7419824,0.0833397,0.0913445,0.0833334
1289,0.1253579,0.125,0.6246421,0.125
1310,0.463832,0.0833334,0.3326811,0.1201536
1345,0.1250706,0.125,0.6249294,0.125
1382,0.0863953,0.0833678,0.746234,0.0840029
1383,0.7025484,0.0833333,0.1307849,0.0833333
1396,0.1250029,0.125,0.6249971,0.125
1420,0.0864542,0.0833333,0.7468791,0.0833333
1421,0.0833584,0.0833387,0.7492187,0.0840842
1428,0.1254607,0.125,0.6245393,0.125
1444,0.5808538,0.0833694,0.252442,0.0833348
1445,0.7506513,0.050182,0.1479344,0.0512323
1464,0.125,0.125,0.625,0.125
152,0.7401183,0.0833338,0.0932145,0.0833334
1526,0.7444747,0.0833434,0.0888451,0.0833368
162,0.3828552,0.0250588,0.5655075,0.0265785
1638,0.1255704,0.1250002,0.6244294,0.125
1649,0.1251322,0.125,0.6248678,0.125
1655,0.1250025,0.125,0.6249975,0.125
166,0.0912595,0.0833333,0.7420248,0.0833824
1693,0.8922598,0.0357143,0.0360057,0.0360203
17,0.1250692,0.125,0.6249308,0.125
1707,0.812239,0.0625011,0.0627555,0.0625044
172,0.8451354,0.0501554,0.0541134,0.0505958
1725,0.1250006,0.125,0.6249994,0.125
1729,0.0851192,0.0625342,0.7898466,0.0625
1736,0.0665039,0.0625009,0.808495,0.0625002
1758,0.1250154,0.125,0.6249846,0.125
1765,0.1269604,0.125,0.6230396,0.125
177,0.0858154,0.0833344,0.7430667,0.0877835
1809,0.7495158,0.0833333,0.0838175,0.0833333
1888,0.3484631,0.0833333,0.4848687,0.0833348
1889,0.0857372,0.0833333,0.7475962,0.0833333
190,0.0833339,0.0833333,0.7499994,0.0833333
1913,0.1251287,0.125,0.6248713,0.125
1914,0.1262228,0.125,0.6237772,0.125
2004,0.1250001,0.125,0.6249999,0.125
2007,0.1252162,0.125,0.6247838,0.125
2109,0.1252991,0.125,0.6247009,0.125
2144,0.8527193,0.0416667,0.0461581,0.0594559
2170,0.1242595,0.0833333,0.7086132,0.0837941
2175,0.0833608,0.0833333,0.7499725,0.0833333
223,0.7301219,0.03125,0.185523,0.0531051
2236,0.2252646,0.0833334,0.4984296,0.1929725
2255,0.2480153,0.0849207,0.5823067,0.0847573
2269,0.0835814,0.0833333,0.749752,0.0833333
232,0.1250001,0.125,0.6249999,0.125
241,0.0886593,0.0833333,0.7446741,0.0833333
2423,0.1250752,0.125,0.6249248,0.125
2427,0.125,0.125,0.625,0.125
243,0.4115622,0.0417335,0.335183,0.2115214
26,0.12501,0.125,0.62499,0.125
281,0.0833334,0.0833333,0.7499999,0.0833333
299,0.7455444,0.0833391,0.0877804,0.083336
324,0.1266281,0.125,0.6233719,0.125
345,0.1250001,0.125,0.6249999,0.125
370,0.0834496,0.0833333,0.7498837,0.0833333
385,0.1250248,0.125,0.6249752,0.125
406,0.0949444,0.0833333,0.7366853,0.085037
429,0.1250219,0.125,0.6249781,0.125
497,0.1250005,0.125,0.6249995,0.125
510,0.1260082,0.125,0.6239918,0.125
530,0.1295747,0.125,0.6204253,0.125
531,0.0834104,0.0833333,0.7499229,0.0833333
589,0.0934218,0.089172,0.7340521,0.0833541
610,0.1250006,0.125,0.6249994,0.125
627,0.8491353,0.0416696,0.0640008,0.0451943
636,0.0928412,0.0833333,0.7384003,0.0854251
677,0.125589,0.125,0.6244109,0.125
714,0.2202385,0.0360013,0.4563851,0.287375
721,0.0833342,0.0833333,0.7499991,0.0833333
724,0.1252085,0.125,0.6247915,0.125
726,0.125,0.125,0.625,0.125
754,0.085379,0.0833333,0.7479543,0.0833333
772,0.1258009,0.125,0.6241991,0.125
826,0.0833343,0.0833333,0.749999,0.0833333
865,0.083334,0.0833333,0.7499993,0.0833333
870,0.0845492,0.0833719,0.7485418,0.083537
900,0.1257169,0.125,0.6242831,0.125
909,0.1250001,0.125,0.6249999,0.125
976,0.163595,0.05,0.7361641,0.0502409
1013,0.6154967,0.1345004,0.125,0.1250029
1027,0.6189668,0.1283579,0.125,0.1276752
1028,0.6249823,0.1250144,0.125,0.1250033
1031,0.6148778,0.1336069,0.1250002,0.1265151
1035,0.6249153,0.1250839,0.125,0.1250008
1042,0.624388,0.1256119,0.125,0.1250001
1051,0.4867534,0.2136174,0.125,0.1746292
1054,0.6249872,0.1250107,0.1250017,0.1250005
1081,0.5577028,0.192277,0.125,0.1250202
1085,0.6246478,0.1253518,0.1250002,0.1250003
1105,0.6190012,0.1274579,0.125,0.128541
1111,0.5096639,0.0836256,0.0834862,0.3232242
1117,0.6249496,0.1250005,0.1250028,0.1250472
1138,0.1197901,0.0833936,0.0833336,0.7134827
1148,0.5156724,0.2323831,0.125,0.1269445
1162,0.384496,0.0834922,0.0833372,0.4486746
1194,0.2064725,0.0834034,0.0834431,0.6266811
126,0.8499615,0.0500205,0.0500001,0.0500179
1283,0.4942552,0.1253073,0.1250001,0.2554375
1286,0.6137514,0.1362459,0.125,0.1250028
1372,0.6215854,0.125004,0.125,0.1284106
1378,0.3546159,0.1396266,0.1250014,0.380756
1387,0.0756267,0.0625001,0.0625,0.7993732
1394,0.4569844,0.2868496,0.1250035,0.1311625
140,0.6116049,0.1383468,0.125,0.1250483
1402,0.749137,0.08419,0.0833333,0.0833397
1416,0.7499936,0.0833388,0.0833333,0.0833342
1417,0.1709163,0.277656,0.1250504,0.4263772
1423,0.3076579,0.3125374,0.1250797,0.254725
1431,0.6249535,0.1250372,0.125,0.1250093
144,0.6214829,0.128514,0.125,0.1250031
1440,0.1013762,0.0839809,0.084232,0.7304108
1485,0.7480046,0.0833377,0.0833333,0.0853243
1486,0.4380143,0.1374574,0.1250001,0.2995283
1536,0.5120457,0.2157015,0.0833901,0.1888626
1570,0.1318667,0.1541826,0.125,0.5889507
1632,0.6816186,0.0833334,0.0833336,0.1517144
1641,0.7494514,0.0838115,0.0833333,0.0834037
1652,0.1329976,0.6162822,0.125,0.1257202
1654,0.5743174,0.0837491,0.083334,0.2585995
1675,0.0834616,0.0834051,0.0833333,0.7497999
1694,0.1500119,0.598316,0.125,0.1266721
1703,0.8122998,0.0625151,0.0625,0.0626851
1750,0.5116734,0.0833335,0.0833338,0.3216593
1761,0.6249712,0.125002,0.125,0.1250268
181,0.5301739,0.1285115,0.125,0.2163145
1825,0.3600343,0.3741901,0.1250056,0.14077
1826,0.1258949,0.1271019,0.1250001,0.6220031
183,0.692936,0.0833335,0.0833334,0.1403971
1843,0.6249807,0.1250163,0.1250001,0.1250029
1845,0.6216948,0.1283044,0.125,0.1250008
1856,0.6179124,0.1250072,0.125,0.1320804
1862,0.6249768,0.125011,0.125,0.1250121
19,0.7128075,0.0918128,0.0833333,0.1120463
1919,0.8107009,0.0640928,0.0625,0.0627063
199,0.7499238,0.0833344,0.0833333,0.0834085
1998,0.6243911,0.1251156,0.125,0.1254932
2014,0.7414917,0.08336,0.0833333,0.0918149
202,0.2547041,0.4924325,0.1250028,0.1278605
2043,0.1076227,0.083334,0.0833345,0.7257088
2069,0.1121639,0.091387,0.0833653,0.7130837
2127,0.332688,0.0625963,0.0627424,0.5419733
2146,0.6236087,0.125874,0.125,0.1255173
2168,0.6249591,0.125028,0.125002,0.1250109
2216,0.8099476,0.0625003,0.0625005,0.0650516
2235,0.0727789,0.0500733,0.0500009,0.8271469
2243,0.0973083,0.0625195,0.0625,0.7776722
2254,0.6247191,0.1252808,0.125,0.125
2300,0.6247173,0.1252599,0.1250104,0.1250124
2325,0.2958287,0.2631761,0.0833636,0.3576317
2345,0.1629829,0.125227,0.1250001,0.5867901
2357,0.1281723,0.1250073,0.1250002,0.6218202
2362,0.7473753,0.0833393,0.0833334,0.085952
2401,0.3413516,0.2657487,0.1250667,0.267833
2430,0.1255465,0.5329103,0.1250002,0.216543
262,0.6540874,0.0833333,0.0833333,0.1792459
29,0.14422,0.1525655,0.1250001,0.5782144
303,0.7480734,0.0852233,0.0833333,0.08337
321,0.6069741,0.1422716,0.125,0.1257543
363,0.624967,0.125002,0.125,0.125031
367,0.7499956,0.0833341,0.0833333,0.083337
375,0.7498969,0.0833333,0.0833333,0.0834365
377,0.0629795,0.0632451,0.0629166,0.8108588
398,0.6246771,0.1252705,0.1250002,0.1250521
427,0.7394372,0.0833708,0.0833339,0.0938581
455,0.458662,0.2875736,0.125,0.1287645
465,0.6021109,0.1476084,0.125,0.1252807
478,0.6249222,0.1250103,0.125,0.1250675
500,0.4937322,0.0458883,0.0419814,0.4183981
551,0.7309869,0.1023424,0.0833333,0.0833374
585,0.5678982,0.1352841,0.125,0.1718177
604,0.4342426,0.3157548,0.1250014,0.1250012
624,0.6249222,0.1250778,0.125,0.125
639,0.3552567,0.2869595,0.1281455,0.2296383
653,0.6215022,0.1251589,0.125,0.1283389
669,0.1606364,0.5893594,0.125,0.1250041
679,0.6229218,0.1250838,0.125,0.1269944
729,0.6207298,0.1251167,0.125,0.1291535
735,0.5926431,0.1256517,0.125001,0.1567043
740,0.7384205,0.0833706,0.0833361,0.0948728
792,0.3076499,0.2960679,0.1252404,0.2710418
804,0.310273,0.5228979,0.0834302,0.0833989
81,0.2225224,0.4291063,0.1256578,0.2227135
812,0.1257085,0.1608435,0.1250002,0.5884478
833,0.6232646,0.1267354,0.125,0.1250001
920,0.1333581,0.6156323,0.125,0.1260095
931,0.6135148,0.1364851,0.125,0.1250001
934,0.7486323,0.0842927,0.0833333,0.0837417
94,0.6249517,0.1250482,0.125,0.125
942,0.5939475,0.1250002,0.125,0.1560523
953,0.624689,0.1250002,0.125,0.1253107
985,0.6249998,0.1250001,0.125,0.1250001
1047,0.1268814,0.125,0.1250954,0.6230232
1070,0.6154201,0.125,0.1250127,0.1345672
1091,0.5983765,0.125,0.1251276,0.1514959
1102,0.3192238,0.0833333,0.0859754,0.5114675
1156,0.1345006,0.125,0.1250001,0.6154994
1157,0.1253311,0.125,0.125,0.6246689
1185,0.142965,0.125,0.1250131,0.6070219
1325,0.2722262,0.1250005,0.1253119,0.4774613
1333,0.1250297,0.125,0.1254345,0.6245358
1390,0.1254427,0.125,0.1250208,0.6245365
141,0.0789723,0.0625,0.0627002,0.7958275
1452,0.134603,0.125,0.1253677,0.6150293
1455,0.1252902,0.125,0.125,0.6247098
1476,0.1443179,0.125,0.1435708,0.5871114
1533,0.1364001,0.125,0.1253037,0.6132962
1534,0.1300677,0.125,0.1250002,0.6199321
1558,0.127132,0.125,0.1250089,0.622859
1572,0.1250506,0.125,0.1250003,0.6249491
158,0.1250002,0.125,0.1320867,0.6179131
1609,0.1392473,0.125,0.125,0.6107527
1660,0.2661268,0.125,0.1251211,0.4837521
1666,0.1288167,0.125,0.1250016,0.6211817
1698,0.1208339,0.0833333,0.0843671,0.7114656
1739,0.613007,0.125,0.1250275,0.1369655
1753,0.0849422,0.0833333,0.0913954,0.7403291
1763,0.1031333,0.0833333,0.0835574,0.729976
1833,0.1251255,0.125,0.125,0.6248745
1834,0.1250749,0.125,0.1250002,0.6249249
1861,0.1250777,0.125,0.1250262,0.6248962
1982,0.1276983,0.125,0.1250037,0.6222981
2009,0.1323908,0.125,0.125,0.6176092
207,0.1309077,0.125,0.1250535,0.6190387
2091,0.3445343,0.1250003,0.1250258,0.4054395
2094,0.606844,0.125,0.1253463,0.1428098
2126,0.1256511,0.125,0.125,0.6243489
2138,0.1250006,0.125,0.1253313,0.6246681
2140,0.5467773,0.0833333,0.0834185,0.2864708
2149,0.128904,0.125,0.1250874,0.6210086
2155,0.1251819,0.125,0.1250085,0.6248096
2173,0.1262565,0.125,0.1250001,0.6237434
2192,0.3356083,0.125,0.1302855,0.4091062
2218,0.0833366,0.0833333,0.0833333,0.7499968
2278,0.2326451,0.125,0.1250005,0.5173543
2284,0.1259648,0.125,0.1250456,0.6239897
2292,0.3967431,0.1250003,0.1250473,0.3532093
2327,0.5629504,0.125,0.1250001,0.1870495
2425,0.5737119,0.125,0.125,0.1762881
248,0.3131864,0.125,0.1255406,0.436273
253,0.1333968,0.125,0.1250148,0.6165884
28,0.4439327,0.125,0.125002,0.3060653
288,0.1537686,0.125,0.1256758,0.5955556
291,0.6129062,0.125,0.125,0.1370938
308,0.6990868,0.0833333,0.0833333,0.1342465
322,0.1847319,0.125,0.1250002,0.565268
335,0.0838293,0.0833333,0.0833333,0.749504
35,0.3252864,0.1250004,0.12508,0.4246331
400,0.1256335,0.125,0.125058,0.6243085
417,0.3371977,0.125,0.1274366,0.4103656
418,0.1251572,0.125,0.125,0.6248428
423,0.605067,0.125,0.1251933,0.1447396
480,0.1262794,0.125,0.125,0.6237206
498,0.1253144,0.125,0.125,0.6246856
504,0.6249305,0.125,0.125,0.1250695
519,0.4462339,0.125,0.1251579,0.3036082
554,0.1209065,0.0833333,0.0833368,0.7124234
600,0.125939,0.125,0.1250013,0.6240597
603,0.5797037,0.125,0.1274426,0.1678537
622,0.1479321,0.125,0.125,0.6020679
632,0.62019,0.125,0.1250009,0.1298091
633,0.1330169,0.125,0.125,0.6169831
646,0.4390426,0.125,0.1250074,0.31095
649,0.1859537,0.125,0.1250058,0.5640405
658,0.1250053,0.125,0.1250704,0.6249242
736,0.1281645,0.125,0.1250444,0.6217911
787,0.1252166,0.125,0.1250025,0.6247808
814,0.1251313,0.125,0.1250024,0.6248663
818,0.129832,0.125,0.1254609,0.619707
860,0.6249995,0.125,0.1250004,0.1250001
871,0.1356395,0.125,0.1250024,0.6143581
980,0.0513068,0.05,0.05,0.8486931
