author,persona0,persona1,persona2,persona3
861,0.8272484,0.031251,0.1079446,0.033556
868,0.0833586,0.0833479,0.7499602,0.0833333
87,0.0836413,0.0629246,0.5556312,0.2978029
870,0.083337,0.083363,0.7499316,0.0833683
872,0.852099,0.0416984,0.0512525,0.0549502
873,0.0870656,0.0625001,0.7879343,0.0625
884,0.1308889,0.1258508,0.6182602,0.125
885,0.0869851,0.0918877,0.6727106,0.1484165
889,0.7484234,0.0834246,0.0848187,0.0833333
891,0.0564517,0.05,0.8218107,0.0717376
893,0.7166433,0.0272209,0.1759741,0.0801617
897,0.1295188,0.3642693,0.3812119,0.125
90,0.0833334,0.0872733,0.74606,0.0833333
900,0.1252936,0.1250019,0.6247045,0.125
901,0.8336492,0.0500011,0.0660032,0.0503464
905,0.0833678,0.1173677,0.7159311,0.0833333
906,0.1252015,0.1251407,0.6246577,0.125
907,0.1250145,0.1265638,0.6234216,0.125
909,0.8393995,0.0596271,0.0509733,0.05
915,0.1447319,0.0833394,0.6885953,0.0833333
921,0.811307,0.0625013,0.0636915,0.0625002
926,0.125198,0.140319,0.609483,0.125
93,0.1250286,0.1319616,0.6180097,0.125
932,0.1250601,0.3394601,0.4104797,0.125
933,0.1072993,0.1303132,0.679054,0.0833336
936,0.0833353,0.1021085,0.7312229,0.0833333
946,0.0834075,0.2376428,0.5956163,0.0833334
949,0.4484137,0.1031624,0.3740795,0.0743443
95,0.0654762,0.0416711,0.8511344,0.0417183
951,0.0839542,0.4606804,0.3175482,0.1378173
959,0.7320679,0.0833415,0.1012572,0.0833333
961,0.4081141,0.088641,0.3577284,0.1455166
964,0.1253106,0.2535713,0.4961181,0.125
966,0.1250004,0.1254348,0.6245648,0.125
967,0.0833334,0.0836488,0.7496845,0.0833333
969,0.1250013,0.1252198,0.6247789,0.125
971,0.0833458,0.2829953,0.5503256,0.0833333
